Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1991","1991","ha","163900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1991","1991","100 g/ha","22648","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1991","1991","t","371200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1992","1992","ha","162280","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1992","1992","100 g/ha","25401","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1992","1992","t","412200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1993","1993","ha","167130","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1993","1993","100 g/ha","21767","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1993","1993","t","363800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1994","1994","ha","175230","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1994","1994","100 g/ha","30246","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1994","1994","t","530000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1995","1995","ha","169160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1995","1995","100 g/ha","16316","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1995","1995","t","276000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1996","1996","ha","173200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1996","1996","100 g/ha","22258","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1996","1996","t","385500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1997","1997","ha","181220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1997","1997","100 g/ha","30295","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1997","1997","t","549000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1998","1998","ha","188600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1998","1998","100 g/ha","20838","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1998","1998","t","393000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","1999","1999","ha","196800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","1999","1999","100 g/ha","32063","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","1999","1999","t","631000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2000","2000","ha","202340","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2000","2000","100 g/ha","26342","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2000","2000","t","533000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2001","2001","ha","214483","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2001","2001","100 g/ha","28402","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2001","2001","t","609178","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2002","2002","ha","220554","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2002","2002","100 g/ha","36275","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2002","2002","t","800051","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2003","2003","ha","222577","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2003","2003","100 g/ha","35325","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2003","2003","t","786262","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2004","2004","ha","230671","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2004","2004","100 g/ha","34074","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2004","2004","t","785985","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2005","2005","ha","234718","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2005","2005","100 g/ha","29969","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2005","2005","t","703431","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2006","2006","ha","234718","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2006","2006","100 g/ha","36049","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2006","2006","t","846131","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2007","2007","ha","259002","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2007","2007","100 g/ha","46830","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2007","2007","t","1212900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2008","2008","ha","275189","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2008","2008","100 g/ha","51238","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2008","2008","t","1410000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2009","2009","ha","291374","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2009","2009","100 g/ha","39887","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2009","2009","t","1162200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2010","2010","ha","311608","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2010","2010","100 g/ha","45371","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2010","2010","t","1413800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2011","2011","ha","323749","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2011","2011","100 g/ha","56883","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2011","2011","t","1841587","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2012","2012","ha","331854","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2012","2012","100 g/ha","49871","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2012","2012","t","1655000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2013","2013","ha","343983","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2013","2013","100 g/ha","50375","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2013","2013","t","1732800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2014","2014","ha","352077","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2014","2014","100 g/ha","43897","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2014","2014","t","1545500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2015","2015","ha","372311","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2015","2015","100 g/ha","38580","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2015","2015","t","1436383","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2016","2016","ha","392550","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2016","2016","100 g/ha","41213","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2016","2016","t","1617816","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2017","2017","ha","416830","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2017","2017","100 g/ha","41188","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2017","2017","t","1716850","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2018","2018","ha","441110","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2018","2018","100 g/ha","39024","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2018","2018","t","1721380","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2019","2019","ha","477530","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2019","2019","100 g/ha","40064","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2019","2019","t","1913160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2020","2020","ha","505863","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2020","2020","100 g/ha","46358","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2020","2020","t","2345070","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2021","2021","ha","534191","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2021","2021","100 g/ha","41194","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2021","2021","t","2200560","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01371","Almonds, in shell","2022","2022","ha","546332","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2022","2022","100 g/ha","34009","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01371","Almonds, in shell","2022","2022","t","1858010","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1980","1980","ha","166810","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1980","1980","100 g/ha","239794","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1980","1980","t","4000000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1981","1981","ha","167900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1981","1981","100 g/ha","209090","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1981","1981","t","3510620","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1982","1982","ha","169280","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1982","1982","100 g/ha","217631","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1982","1982","t","3684060","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1983","1983","ha","171790","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1983","1983","100 g/ha","221224","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1983","1983","t","3800400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1984","1984","ha","171140","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1984","1984","100 g/ha","220621","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1984","1984","t","3775700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1985","1985","ha","174300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1985","1985","100 g/ha","205967","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1985","1985","t","3590000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1986","1986","ha","179030","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1986","1986","100 g/ha","199117","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1986","1986","t","3564800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1987","1987","ha","183040","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1987","1987","100 g/ha","266204","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1987","1987","t","4872600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1988","1988","ha","187605","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1988","1988","100 g/ha","220676","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1988","1988","t","4140000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1989","1989","ha","194600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1989","1989","100 g/ha","232220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1989","1989","t","4519000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1990","1990","ha","191600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1990","1990","100 g/ha","228601","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1990","1990","t","4380000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1991","1991","ha","181785","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1991","1991","100 g/ha","242203","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1991","1991","t","4402885","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1992","1992","ha","184152","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1992","1992","100 g/ha","260317","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1992","1992","t","4793791","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1993","1993","ha","185933","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1993","1993","100 g/ha","260668","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1993","1993","t","4846680","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1994","1994","ha","187208","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1994","1994","100 g/ha","278659","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1994","1994","t","5216721","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1995","1995","ha","187208","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1995","1995","100 g/ha","256308","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1995","1995","t","4798282","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1996","1996","ha","189211","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1996","1996","100 g/ha","248884","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1996","1996","t","4709151","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1997","1997","ha","189373","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1997","1997","100 g/ha","247279","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1997","1997","t","4682797","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1998","1998","ha","188685","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1998","1998","100 g/ha","279976","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1998","1998","t","5282718","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","1999","1999","ha","183809","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","1999","1999","100 g/ha","262360","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","1999","1999","t","4822413","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2000","2000","ha","175492","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2000","2000","100 g/ha","273483","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2000","2000","t","4799416","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2001","2001","ha","165638","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2001","2001","100 g/ha","258045","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2001","2001","t","4274201","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2002","2002","ha","159770","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2002","2002","100 g/ha","241996","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2002","2002","t","3866376","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2003","2003","ha","157281","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2003","2003","100 g/ha","253215","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2003","2003","t","3982586","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2004","2004","ha","154533","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2004","2004","100 g/ha","305621","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2004","2004","t","4722849","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2005","2005","ha","149354","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2005","2005","100 g/ha","293587","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2005","2005","t","4384832","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2006","2006","ha","145683","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2006","2006","100 g/ha","305857","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2006","2006","t","4455819","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2007","2007","ha","142000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2007","2007","100 g/ha","290344","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2007","2007","t","4122883","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2008","2008","ha","141151","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2008","2008","100 g/ha","309247","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2008","2008","t","4365055","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2009","2009","ha","139576","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2009","2009","100 g/ha","314830","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2009","2009","t","4394267","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2010","2010","ha","136217","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2010","2010","100 g/ha","309087","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2010","2010","t","4210290","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2011","2011","ha","133870","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2011","2011","100 g/ha","319842","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2011","2011","t","4281731","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2012","2012","ha","131604","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2012","2012","100 g/ha","309933","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01341","Apples","2012","2012","t","4078839","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01341","Apples","2013","2013","ha","130661","A","Official figure",""
